"Phase","Correct","Population","Trial","id","Choice","sex","sex_phase","skip","Criterion","sum_count","drop","switch"
1,1,3,9,34,1,1,1,0,0,0,0,1
1,1,3,10,34,1,1,1,0,0,0,0,0
1,0,3,11,34,2,1,1,0,0,0,0,1
1,1,3,12,34,1,1,1,0,0,0,0,1
1,0,3,13,34,2,1,1,0,0,0,0,1
1,0,3,14,34,2,1,1,0,0,0,0,0
1,1,3,15,34,1,1,1,0,0,0,0,1
1,0,3,16,34,2,1,1,0,0,0,0,1
1,1,3,17,34,1,1,1,0,0,8,0,1
1,1,3,18,34,1,1,1,0,0,9,0,0
1,1,3,19,34,1,1,1,0,0,10,0,0
1,0,3,20,34,2,1,1,0,0,10,0,1
1,1,3,21,34,1,1,1,0,0,11,0,1
1,1,3,22,34,1,1,1,0,0,12,0,0
1,0,3,23,34,2,1,1,0,0,12,0,1
1,1,3,24,34,1,1,1,0,0,13,0,1
1,1,3,25,34,1,1,1,0,0,13,0,0
1,0,3,26,34,2,1,1,0,0,12,0,1
1,1,3,27,34,1,1,1,0,0,12,0,1
1,1,3,28,34,1,1,1,0,0,13,0,0
1,0,3,29,34,2,1,1,0,0,12,0,1
1,1,3,30,34,1,1,1,0,0,12,0,1
1,0,3,31,34,2,1,1,0,0,12,0,1
1,1,3,32,34,1,1,1,0,0,12,0,1
1,1,3,33,34,1,1,1,0,0,13,0,0
1,1,3,34,34,1,1,1,0,0,14,0,0
1,1,3,35,34,1,1,1,0,0,14,0,0
1,1,3,36,34,1,1,1,0,0,15,0,0
1,1,3,37,34,1,1,1,0,0,15,0,0
1,1,3,38,34,1,1,1,0,0,15,0,0
1,1,3,39,34,1,1,1,0,0,15,0,0
1,1,3,40,34,1,1,1,0,0,16,0,0
1,0,3,41,34,2,1,1,0,0,15,0,1
1,1,3,42,34,1,1,1,0,0,15,0,1
1,1,3,43,34,1,1,1,0,0,16,0,0
1,1,3,44,34,1,1,1,0,0,16,0,0
1,1,3,45,34,1,1,1,0,0,16,0,0
1,1,3,46,34,1,1,1,0,1,17,0,0
2,0,3,1,34,1,1,2,0,0,0,0,0
2,0,3,2,34,1,1,2,0,0,0,0,0
2,0,3,3,34,1,1,2,0,0,0,0,0
2,0,3,4,34,1,1,2,0,0,0,0,0
2,0,3,5,34,1,1,2,0,0,0,0,0
2,0,3,6,34,1,1,2,0,0,0,0,0
2,0,3,7,34,1,1,2,0,0,0,0,0
2,0,3,8,34,1,1,2,0,0,0,0,0
2,0,3,9,34,1,1,2,0,0,0,0,0
2,1,3,10,34,2,1,2,0,0,0,0,1
2,1,3,11,34,2,1,2,0,0,0,0,0
2,0,3,12,34,1,1,2,0,0,0,0,1
2,1,3,13,34,2,1,2,0,0,0,0,1
2,0,3,14,34,1,1,2,0,0,0,0,1
2,0,3,15,34,1,1,2,0,0,0,0,0
2,0,3,16,34,1,1,2,0,0,0,0,0
2,0,3,17,34,1,1,2,0,0,3,0,0
2,1,3,18,34,2,1,2,0,0,4,0,1
2,1,3,19,34,2,1,2,0,0,5,0,0
2,0,3,20,34,1,1,2,0,0,5,0,1
2,1,3,21,34,2,1,2,0,0,6,0,1
2,1,3,22,34,2,1,2,0,0,7,0,0
2,1,3,23,34,2,1,2,0,0,8,0,0
2,1,3,24,34,2,1,2,0,0,9,0,0
2,1,3,25,34,2,1,2,0,0,10,0,0
2,0,3,26,34,1,1,2,0,0,10,0,1
2,0,3,27,34,1,1,2,0,0,10,0,0
2,1,3,28,34,2,1,2,0,0,11,0,1
2,1,3,29,34,2,1,2,0,0,12,0,0
2,1,3,30,34,2,1,2,0,0,12,0,0
2,1,3,31,34,2,1,2,0,0,12,0,0
2,1,3,32,34,2,1,2,0,0,13,0,0
2,1,3,33,34,2,1,2,0,0,13,0,0
2,1,3,34,34,2,1,2,0,0,14,0,0
2,1,3,35,34,2,1,2,0,0,15,0,0
2,0,3,36,34,1,1,2,0,0,15,0,1
2,1,3,37,34,2,1,2,0,0,16,0,1
2,1,3,38,34,2,1,2,0,0,16,0,0
2,1,3,39,34,2,1,2,0,0,16,0,0
2,0,3,40,34,1,1,2,0,0,16,0,1
2,1,3,41,34,2,1,2,0,0,16,0,1
2,0,3,42,34,1,1,2,0,0,15,0,1
2,1,3,43,34,2,1,2,0,0,15,0,1
2,1,3,44,34,2,1,2,0,0,15,0,0
2,1,3,45,34,2,1,2,0,0,15,0,0
2,1,3,46,34,2,1,2,0,0,16,0,0
2,0,3,47,34,1,1,2,0,0,16,0,1
2,1,3,48,34,2,1,2,0,0,16,0,1
2,1,3,49,34,2,1,2,0,0,16,0,0
2,1,3,50,34,2,1,2,0,0,16,0,0
2,1,3,51,34,2,1,2,0,0,16,0,0
2,1,3,52,34,2,1,2,0,0,16,0,0
2,1,3,53,34,2,1,2,0,0,16,0,0
2,1,3,54,34,2,1,2,0,0,16,0,0
2,1,3,55,34,2,1,2,0,0,16,0,0
2,1,3,56,34,2,1,2,0,1,17,0,0
2,1,3,57,34,2,1,2,0,2,17,1,0
2,1,3,58,34,2,1,2,0,2,17,1,0
2,1,3,59,34,2,1,2,0,2,17,1,0
2,1,3,60,34,2,1,2,0,2,18,1,0
1,0,3,1,35,2,1,1,0,0,0,0,0
1,1,3,2,35,1,1,1,0,0,0,0,1
1,1,3,3,35,1,1,1,0,0,0,0,0
1,0,3,4,35,2,1,1,0,0,0,0,1
1,0,3,5,35,2,1,1,0,0,0,0,0
1,1,3,6,35,1,1,1,0,0,0,0,1
1,1,3,7,35,1,1,1,0,0,0,0,0
1,1,3,8,35,1,1,1,0,0,0,0,0
1,0,3,9,35,2,1,1,0,0,0,0,1
1,1,3,10,35,1,1,1,0,0,0,0,1
1,1,3,11,35,1,1,1,0,0,0,0,0
1,0,3,12,35,2,1,1,0,0,0,0,1
1,0,3,13,35,2,1,1,0,0,0,0,0
1,0,3,14,35,2,1,1,0,0,0,0,0
1,1,3,15,35,1,1,1,0,0,0,0,1
1,0,3,16,35,2,1,1,0,0,0,0,1
1,0,3,17,35,2,1,1,0,0,8,0,0
1,1,3,18,35,1,1,1,0,0,9,0,1
1,1,3,19,35,1,1,1,0,0,10,0,0
1,1,3,20,35,1,1,1,0,0,11,0,0
1,0,3,21,35,2,1,1,0,0,11,0,1
1,1,3,22,35,1,1,1,0,0,11,0,1
1,1,3,23,35,1,1,1,0,0,11,0,0
1,1,3,24,35,1,1,1,0,0,12,0,0
1,1,3,25,35,1,1,1,0,0,13,0,0
1,0,3,26,35,2,1,1,0,0,12,0,1
1,1,3,27,35,1,1,1,0,0,12,0,1
1,1,3,28,35,1,1,1,0,0,12,0,0
1,1,3,29,35,1,1,1,0,0,13,0,0
1,1,3,30,35,1,1,1,0,0,13,0,0
1,0,3,31,35,2,1,1,0,0,12,0,1
1,1,3,32,35,1,1,1,0,0,13,0,1
1,1,3,33,35,1,1,1,0,0,14,0,0
1,1,3,34,35,1,1,1,0,0,15,0,0
1,1,3,35,35,1,1,1,0,0,15,0,0
1,0,3,36,35,2,1,1,0,0,15,0,1
1,1,3,37,35,1,1,1,0,0,16,0,1
1,1,3,38,35,1,1,1,0,0,16,0,0
1,0,3,39,35,2,1,1,0,0,15,0,1
1,1,3,40,35,1,1,1,0,0,15,0,1
1,1,3,41,35,1,1,1,0,0,16,0,0
1,1,3,42,35,1,1,1,0,0,16,0,0
1,1,3,43,35,1,1,1,0,0,16,0,0
1,1,3,44,35,1,1,1,0,0,16,0,0
1,1,3,45,35,1,1,1,0,0,16,0,0
1,1,3,46,35,1,1,1,0,1,17,0,0
1,1,3,47,35,1,1,1,0,2,17,0,0
2,0,3,1,35,1,1,2,0,0,0,0,0
2,0,3,2,35,1,1,2,0,0,0,0,0
2,0,3,3,35,1,1,2,0,0,0,0,0
2,0,3,4,35,1,1,2,0,0,0,0,0
2,0,3,5,35,1,1,2,0,0,0,0,0
2,0,3,6,35,1,1,2,0,0,0,0,0
2,0,3,7,35,1,1,2,0,0,0,0,0
2,0,3,8,35,1,1,2,0,0,0,0,0
2,0,3,9,35,1,1,2,0,0,0,0,0
2,0,3,10,35,1,1,2,0,0,0,0,0
2,0,3,11,35,1,1,2,0,0,0,0,0
2,0,3,12,35,1,1,2,0,0,0,0,0
2,0,3,13,35,1,1,2,0,0,0,0,0
2,0,3,14,35,1,1,2,0,0,0,0,0
2,0,3,15,35,1,1,2,0,0,0,0,0
2,0,3,16,35,1,1,2,0,0,0,0,0
2,0,3,17,35,1,1,2,0,0,0,0,0
2,0,3,18,35,1,1,2,0,0,0,0,0
2,0,3,19,35,1,1,2,0,0,0,0,0
2,0,3,20,35,1,1,2,0,0,0,0,0
2,0,3,21,35,1,1,2,0,0,0,0,0
2,0,3,22,35,1,1,2,0,0,0,0,0
2,0,3,23,35,1,1,2,0,0,0,0,0
2,0,3,24,35,1,1,2,0,0,0,0,0
2,0,3,25,35,1,1,2,0,0,0,0,0
2,0,3,26,35,1,1,2,0,0,0,0,0
2,0,3,27,35,1,1,2,0,0,0,0,0
2,0,3,28,35,1,1,2,0,0,0,0,0
2,0,3,29,35,1,1,2,0,0,0,0,0
2,0,3,30,35,1,1,2,0,0,0,0,0
2,0,3,31,35,1,1,2,0,0,0,0,0
2,0,3,32,35,1,1,2,0,0,0,0,0
2,0,3,33,35,1,1,2,0,0,0,0,0
2,0,3,34,35,1,1,2,0,0,0,0,0
2,0,3,35,35,1,1,2,0,0,0,0,0
2,0,3,36,35,1,1,2,0,0,0,0,0
2,0,3,37,35,1,1,2,0,0,0,0,0
2,1,3,38,35,2,1,2,0,0,1,0,1
2,0,3,39,35,1,1,2,0,0,1,0,1
2,0,3,40,35,1,1,2,0,0,1,0,0
2,0,3,41,35,1,1,2,0,0,1,0,0
2,0,3,42,35,1,1,2,0,0,1,0,0
2,0,3,43,35,1,1,2,0,0,1,0,0
2,0,3,44,35,1,1,2,0,0,1,0,0
2,1,3,45,35,2,1,2,0,0,2,0,1
2,0,3,46,35,1,1,2,0,0,2,0,1
2,0,3,47,35,1,1,2,0,0,2,0,0
2,0,3,48,35,1,1,2,0,0,2,0,0
2,0,3,49,35,1,1,2,0,0,2,0,0
2,0,3,50,35,1,1,2,0,0,2,0,0
2,1,3,51,35,2,1,2,0,0,3,0,1
2,0,3,52,35,1,1,2,0,0,3,0,1
2,1,3,53,35,2,1,2,0,0,4,0,1
2,1,3,54,35,2,1,2,0,0,5,0,0
2,0,3,55,35,1,1,2,0,0,5,0,1
2,1,3,56,35,2,1,2,0,0,6,0,1
2,1,3,57,35,2,1,2,0,0,7,0,0
2,1,3,58,35,2,1,2,0,0,7,0,0
2,1,3,59,35,2,1,2,0,0,8,0,0
2,1,3,60,35,2,1,2,0,0,9,0,0
2,1,3,61,35,2,1,2,0,0,10,0,0
2,1,3,62,35,2,1,2,0,0,11,0,0
2,1,3,63,35,2,1,2,0,0,12,0,0
2,1,3,64,35,2,1,2,0,0,13,0,0
2,1,3,65,35,2,1,2,0,0,13,0,0
2,1,3,66,35,2,1,2,0,0,14,0,0
2,0,3,67,35,1,1,2,0,0,14,0,1
2,1,3,68,35,2,1,2,0,0,15,0,1
2,0,3,69,35,1,1,2,0,0,15,0,1
2,1,3,70,35,2,1,2,0,0,16,0,1
2,1,3,71,35,2,1,2,0,0,16,0,0
2,0,3,72,35,1,1,2,0,0,16,0,1
2,1,3,73,35,2,1,2,0,0,16,0,1
2,1,3,74,35,2,1,2,0,0,16,0,0
2,1,3,75,35,2,1,2,0,1,17,0,0
2,1,3,76,35,2,1,2,0,2,17,1,0
2,1,3,77,35,2,1,2,0,2,17,1,0
2,1,3,78,35,2,1,2,0,2,17,1,0
2,1,3,79,35,2,1,2,0,2,17,1,0
1,1,3,1,36,1,2,3,0,0,0,0,0
1,1,3,2,36,1,2,3,0,0,0,0,0
1,1,3,3,36,1,2,3,0,0,0,0,0
1,0,3,4,36,2,2,3,0,0,0,0,1
1,0,3,5,36,2,2,3,0,0,0,0,0
1,1,3,6,36,1,2,3,0,0,0,0,1
1,1,3,7,36,1,2,3,0,0,0,0,0
1,1,3,8,36,1,2,3,0,0,0,0,0
1,1,3,9,36,1,2,3,0,0,0,0,0
1,1,3,10,36,1,2,3,0,0,0,0,0
1,0,3,11,36,2,2,3,0,0,0,0,1
1,0,3,12,36,2,2,3,0,0,0,0,0
1,1,3,13,36,1,2,3,0,0,0,0,1
1,1,3,14,36,1,2,3,0,0,0,0,0
1,1,3,15,36,1,2,3,0,0,0,0,0
1,1,3,16,36,1,2,3,0,0,0,0,0
1,0,3,17,36,2,2,3,0,0,12,0,1
1,1,3,18,36,1,2,3,0,0,13,0,1
1,1,3,19,36,1,2,3,0,0,14,0,0
1,1,3,20,36,1,2,3,0,0,15,0,0
1,1,3,21,36,1,2,3,0,0,15,0,0
1,1,3,22,36,1,2,3,0,0,15,0,0
1,1,3,23,36,1,2,3,0,0,15,0,0
1,1,3,24,36,1,2,3,0,0,16,0,0
1,1,3,25,36,1,2,3,0,1,17,0,0
1,1,3,26,36,1,2,3,0,2,17,0,0
1,1,3,27,36,1,2,3,0,2,17,0,0
1,1,3,28,36,1,2,3,0,2,17,0,0
1,1,3,29,36,1,2,3,0,2,17,0,0
1,1,3,30,36,1,2,3,0,2,17,0,0
1,1,3,31,36,1,2,3,0,2,18,0,0
2,0,3,1,36,1,2,4,0,0,0,0,0
2,0,3,2,36,1,2,4,0,0,0,0,0
2,0,3,3,36,1,2,4,0,0,0,0,0
2,0,3,4,36,1,2,4,0,0,0,0,0
2,0,3,5,36,1,2,4,0,0,0,0,0
2,0,3,6,36,1,2,4,0,0,0,0,0
2,0,3,7,36,1,2,4,0,0,0,0,0
2,0,3,8,36,1,2,4,0,0,0,0,0
2,0,3,9,36,1,2,4,0,0,0,0,0
2,0,3,10,36,1,2,4,0,0,0,0,0
2,0,3,11,36,1,2,4,0,0,0,0,0
2,0,3,12,36,1,2,4,0,0,0,0,0
2,0,3,13,36,1,2,4,0,0,0,0,0
2,0,3,14,36,1,2,4,0,0,0,0,0
2,1,3,15,36,2,2,4,0,0,0,0,1
2,0,3,16,36,1,2,4,0,0,0,0,1
2,0,3,17,36,1,2,4,0,0,1,0,0
2,0,3,18,36,1,2,4,0,0,1,0,0
2,0,3,19,36,1,2,4,0,0,1,0,0
2,1,3,20,36,2,2,4,0,0,2,0,1
2,0,3,21,36,1,2,4,0,0,2,0,1
2,1,3,22,36,2,2,4,0,0,3,0,1
2,0,3,23,36,1,2,4,0,0,3,0,1
2,0,3,24,36,1,2,4,0,0,3,0,0
2,1,3,25,36,2,2,4,0,0,4,0,1
2,0,3,26,36,1,2,4,0,0,4,0,1
2,0,3,27,36,1,2,4,0,0,4,0,0
2,0,3,28,36,1,2,4,0,0,4,0,0
2,0,3,29,36,1,2,4,0,0,4,0,0
2,0,3,30,36,1,2,4,0,0,4,0,0
2,1,3,31,36,2,2,4,0,0,5,0,1
2,0,3,32,36,1,2,4,0,0,5,0,1
2,0,3,33,36,1,2,4,0,0,5,0,0
2,1,3,34,36,2,2,4,0,0,6,0,1
2,0,3,35,36,1,2,4,0,0,5,0,1
2,0,3,36,36,1,2,4,0,0,5,0,0
2,0,3,37,36,1,2,4,0,0,5,0,0
2,0,3,38,36,1,2,4,0,0,5,0,0
2,1,3,39,36,2,2,4,0,0,6,0,1
2,0,3,40,36,1,2,4,0,0,5,0,1
2,1,3,41,36,2,2,4,0,0,6,0,1
2,1,3,42,36,2,2,4,0,0,6,0,0
2,1,3,43,36,2,2,4,0,0,7,0,0
2,0,3,44,36,1,2,4,0,0,7,0,1
2,1,3,45,36,2,2,4,0,0,7,0,1
2,1,3,46,36,2,2,4,0,0,8,0,0
2,0,3,47,36,1,2,4,0,0,8,0,1
2,1,3,48,36,2,2,4,0,0,9,0,1
2,0,3,49,36,1,2,4,0,0,9,0,1
2,1,3,50,36,2,2,4,0,0,10,0,1
2,1,3,51,36,2,2,4,0,0,10,0,0
2,0,3,52,36,1,2,4,0,0,10,0,1
2,1,3,53,36,2,2,4,0,0,11,0,1
2,1,3,54,36,2,2,4,0,0,11,0,0
2,1,3,55,36,2,2,4,0,0,12,0,0
2,1,3,56,36,2,2,4,0,0,13,0,0
2,1,3,57,36,2,2,4,0,0,14,0,0
2,1,3,58,36,2,2,4,0,0,15,0,0
2,1,3,59,36,2,2,4,0,0,15,0,0
2,1,3,60,36,2,2,4,0,0,16,0,0
2,1,3,61,36,2,2,4,0,0,16,0,0
2,1,3,62,36,2,2,4,0,0,16,0,0
2,1,3,63,36,2,2,4,0,0,16,0,0
2,1,3,64,36,2,2,4,0,1,17,0,0
2,1,3,65,36,2,2,4,0,2,17,1,0
2,1,3,66,36,2,2,4,0,2,17,1,0
2,1,3,67,36,2,2,4,0,2,18,1,0
1,0,3,1,37,2,2,3,0,0,0,0,0
1,1,3,2,37,1,2,3,0,0,0,0,1
1,1,3,3,37,1,2,3,0,0,0,0,0
1,1,3,4,37,1,2,3,0,0,0,0,0
1,1,3,5,37,1,2,3,0,0,0,0,0
1,0,3,6,37,2,2,3,0,0,0,0,1
1,0,3,7,37,2,2,3,0,0,0,0,0
1,1,3,8,37,1,2,3,0,0,0,0,1
1,0,3,9,37,2,2,3,0,0,0,0,1
1,1,3,10,37,1,2,3,0,0,0,0,1
1,1,3,11,37,1,2,3,0,0,0,0,0
1,1,3,12,37,1,2,3,0,0,0,0,0
1,1,3,13,37,1,2,3,0,0,0,0,0
1,1,3,14,37,1,2,3,0,0,0,0,0
1,0,3,15,37,2,2,3,0,0,0,0,1
1,1,3,16,37,1,2,3,0,0,0,0,1
1,1,3,17,37,1,2,3,0,0,12,0,0
1,1,3,18,37,1,2,3,0,0,13,0,0
1,1,3,19,37,1,2,3,0,0,14,0,0
1,1,3,20,37,1,2,3,0,0,15,0,0
1,1,3,21,37,1,2,3,0,0,16,0,0
1,1,3,22,37,1,2,3,0,0,16,0,0
1,1,3,23,37,1,2,3,0,0,16,0,0
1,0,3,24,37,2,2,3,0,0,15,0,1
1,0,3,25,37,2,2,3,0,0,14,0,0
1,1,3,26,37,1,2,3,0,0,15,0,1
1,1,3,27,37,1,2,3,0,0,16,0,0
1,1,3,28,37,1,2,3,0,0,16,0,0
1,1,3,29,37,1,2,3,0,1,17,0,0
1,1,3,30,37,1,2,3,0,2,17,0,0
2,0,3,1,37,1,2,4,0,0,0,0,0
2,0,3,2,37,1,2,4,0,0,0,0,0
2,0,3,3,37,1,2,4,0,0,0,0,0
2,0,3,4,37,1,2,4,0,0,0,0,0
2,1,3,5,37,2,2,4,0,0,0,0,1
2,0,3,6,37,1,2,4,0,0,0,0,1
2,0,3,7,37,1,2,4,0,0,0,0,0
2,0,3,8,37,1,2,4,0,0,0,0,0
2,0,3,9,37,1,2,4,0,0,0,0,0
2,0,3,10,37,1,2,4,0,0,0,0,0
2,1,3,11,37,2,2,4,0,0,0,0,1
2,1,3,12,37,2,2,4,0,0,0,0,0
2,0,3,13,37,1,2,4,0,0,0,0,1
2,0,3,14,37,1,2,4,0,0,0,0,0
2,1,3,15,37,2,2,4,0,0,0,0,1
2,0,3,16,37,1,2,4,0,0,0,0,1
2,1,3,17,37,2,2,4,0,0,5,0,1
2,1,3,18,37,2,2,4,0,0,6,0,0
2,1,3,19,37,2,2,4,0,0,7,0,0
2,0,3,20,37,1,2,4,0,0,7,0,1
2,0,3,21,37,1,2,4,0,0,7,0,0
2,1,3,22,37,2,2,4,0,0,8,0,1
2,1,3,23,37,2,2,4,0,0,9,0,0
2,0,3,24,37,1,2,4,0,0,9,0,1
2,1,3,25,37,2,2,4,0,0,9,0,1
2,1,3,26,37,2,2,4,0,0,10,0,0
2,0,3,27,37,1,2,4,0,0,10,0,1
2,0,3,28,37,1,2,4,0,0,10,0,0
2,0,3,29,37,1,2,4,0,0,10,0,0
2,0,3,30,37,1,2,4,0,0,10,0,0
2,1,3,31,37,2,2,4,0,0,10,0,1
2,1,3,32,37,2,2,4,0,0,10,0,0
2,0,3,33,37,1,2,4,0,0,10,0,1
2,1,3,34,37,2,2,4,0,0,11,0,1
2,0,3,35,37,1,2,4,0,0,10,0,1
2,1,3,36,37,2,2,4,0,0,11,0,1
2,1,3,37,37,2,2,4,0,0,11,0,0
2,1,3,38,37,2,2,4,0,0,11,0,0
2,1,3,39,37,2,2,4,0,0,11,0,0
2,0,3,40,37,1,2,4,0,0,11,0,1
2,1,3,41,37,2,2,4,0,0,12,0,1
2,1,3,42,37,2,2,4,0,0,12,0,0
2,1,3,43,37,2,2,4,0,0,12,0,0
2,1,3,44,37,2,2,4,0,0,13,0,0
2,1,3,45,37,2,2,4,0,0,13,0,0
2,1,3,46,37,2,2,4,0,0,13,0,0
2,0,3,47,37,1,2,4,0,0,13,0,1
2,1,3,48,37,2,2,4,0,0,14,0,1
2,1,3,49,37,2,2,4,0,0,15,0,0
2,0,3,50,37,1,2,4,0,0,15,0,1
2,0,3,51,37,1,2,4,0,0,14,0,0
2,1,3,52,37,2,2,4,0,0,14,0,1
2,0,3,53,37,1,2,4,0,0,14,0,1
2,0,3,54,37,1,2,4,0,0,13,0,0
2,1,3,55,37,2,2,4,0,0,14,0,1
2,0,3,56,37,1,2,4,0,0,13,0,1
2,0,3,57,37,1,2,4,0,0,12,0,0
2,1,3,58,37,2,2,4,0,0,12,0,1
2,1,3,59,37,2,2,4,0,0,12,0,0
2,1,3,60,37,2,2,4,0,0,13,0,0
2,1,3,61,37,2,2,4,0,0,13,0,0
2,0,3,62,37,1,2,4,0,0,12,0,1
2,0,3,63,37,1,2,4,0,0,11,0,0
2,1,3,64,37,2,2,4,0,0,11,0,1
2,1,3,65,37,2,2,4,0,0,11,0,0
2,1,3,66,37,2,2,4,0,0,11,0,0
2,1,3,67,37,2,2,4,0,0,12,0,0
2,1,3,68,37,2,2,4,0,0,12,0,0
2,1,3,69,37,2,2,4,0,0,12,0,0
2,1,3,70,37,2,2,4,0,0,13,0,0
2,1,3,71,37,2,2,4,0,0,14,0,0
2,0,3,72,37,1,2,4,0,0,13,0,1
2,1,3,73,37,2,2,4,0,0,14,0,1
2,1,3,74,37,2,2,4,0,0,15,0,0
2,1,3,75,37,2,2,4,0,0,15,0,0
2,1,3,76,37,2,2,4,0,0,16,0,0
2,0,3,77,37,1,2,4,0,0,16,0,1
2,1,3,78,37,2,2,4,0,0,16,0,1
2,1,3,79,37,2,2,4,0,0,16,0,0
2,1,3,80,37,2,2,4,0,0,16,0,0
2,1,3,81,37,2,2,4,0,0,16,0,0
2,1,3,82,37,2,2,4,0,1,17,0,0
1,0,3,1,38,2,2,3,0,0,0,0,0
1,0,3,2,38,2,2,3,0,0,0,0,0
1,1,3,3,38,1,2,3,0,0,0,0,1
1,0,3,4,38,2,2,3,0,0,0,0,1
1,1,3,5,38,1,2,3,0,0,0,0,1
1,1,3,6,38,1,2,3,0,0,0,0,0
1,1,3,7,38,1,2,3,0,0,0,0,0
1,0,3,8,38,2,2,3,0,0,0,0,1
1,1,3,9,38,1,2,3,0,0,0,0,1
1,0,3,10,38,2,2,3,0,0,0,0,1
1,1,3,11,38,1,2,3,0,0,0,0,1
1,1,3,12,38,1,2,3,0,0,0,0,0
1,1,3,13,38,1,2,3,0,0,0,0,0
1,0,3,14,38,2,2,3,0,0,0,0,1
1,0,3,15,38,2,2,3,0,0,0,0,0
1,1,3,16,38,1,2,3,0,0,0,0,1
1,1,3,17,38,1,2,3,0,0,10,0,0
1,1,3,18,38,1,2,3,0,0,11,0,0
1,1,3,19,38,1,2,3,0,0,12,0,0
1,1,3,20,38,1,2,3,0,0,13,0,0
1,1,3,21,38,1,2,3,0,0,14,0,0
1,1,3,22,38,1,2,3,0,0,15,0,0
1,1,3,23,38,1,2,3,0,0,15,0,0
1,1,3,24,38,1,2,3,0,0,16,0,0
1,1,3,25,38,1,2,3,0,0,16,0,0
1,1,3,26,38,1,2,3,0,0,16,0,0
1,0,3,27,38,2,2,3,0,0,15,0,1
1,1,3,28,38,1,2,3,0,0,16,0,1
1,1,3,29,38,1,2,3,0,0,16,0,0
1,0,3,30,38,2,2,3,0,0,16,0,1
1,1,3,31,38,1,2,3,0,0,16,0,1
1,1,3,32,38,1,2,3,0,0,16,0,0
1,1,3,33,38,1,2,3,0,0,16,0,0
1,0,3,34,38,2,2,3,0,0,16,0,1
1,1,3,35,38,1,2,3,0,1,17,0,1
1,1,3,36,38,1,2,3,0,2,17,0,0
1,1,3,37,38,1,2,3,0,2,17,0,0
1,0,3,38,38,2,2,3,0,2,16,0,1
1,1,3,39,38,1,2,3,0,2,16,0,1
1,1,3,40,38,1,2,3,0,2,16,0,0
1,1,3,41,38,1,2,3,0,2,16,0,0
1,1,3,42,38,1,2,3,0,2,16,0,0
1,1,3,43,38,1,2,3,0,2,16,0,0
1,1,3,44,38,1,2,3,0,2,16,0,0
1,1,3,45,38,1,2,3,0,2,16,0,0
1,1,3,46,38,1,2,3,0,2,16,0,0
1,1,3,47,38,1,2,3,0,2,17,0,0
2,0,3,1,38,1,2,4,0,0,0,0,0
2,0,3,2,38,1,2,4,0,0,0,0,0
2,0,3,3,38,1,2,4,0,0,0,0,0
2,0,3,4,38,1,2,4,0,0,0,0,0
2,0,3,5,38,1,2,4,0,0,0,0,0
2,0,3,6,38,1,2,4,0,0,0,0,0
2,0,3,7,38,1,2,4,0,0,0,0,0
2,0,3,8,38,1,2,4,0,0,0,0,0
2,0,3,9,38,1,2,4,0,0,0,0,0
2,0,3,10,38,1,2,4,0,0,0,0,0
2,0,3,11,38,1,2,4,0,0,0,0,0
2,0,3,12,38,1,2,4,0,0,0,0,0
2,0,3,13,38,1,2,4,0,0,0,0,0
2,0,3,14,38,1,2,4,0,0,0,0,0
2,0,3,15,38,1,2,4,0,0,0,0,0
2,0,3,16,38,1,2,4,0,0,0,0,0
2,0,3,17,38,1,2,4,0,0,0,0,0
2,0,3,18,38,1,2,4,0,0,0,0,0
2,0,3,19,38,1,2,4,0,0,0,0,0
2,0,3,20,38,1,2,4,0,0,0,0,0
2,1,3,21,38,2,2,4,0,0,1,0,1
2,0,3,22,38,1,2,4,0,0,1,0,1
2,0,3,23,38,1,2,4,0,0,1,0,0
2,0,3,24,38,1,2,4,0,0,1,0,0
2,0,3,25,38,1,2,4,0,0,1,0,0
2,0,3,26,38,1,2,4,0,0,1,0,0
2,0,3,27,38,1,2,4,0,0,1,0,0
2,0,3,28,38,1,2,4,0,0,1,0,0
2,0,3,29,38,1,2,4,0,0,1,0,0
2,1,3,30,38,2,2,4,0,0,2,0,1
2,0,3,31,38,1,2,4,0,0,2,0,1
2,0,3,32,38,1,2,4,0,0,2,0,0
2,0,3,33,38,1,2,4,0,0,2,0,0
2,0,3,34,38,1,2,4,0,0,2,0,0
2,0,3,35,38,1,2,4,0,0,2,0,0
2,0,3,36,38,1,2,4,0,0,2,0,0
2,0,3,37,38,1,2,4,0,0,2,0,0
2,1,3,38,38,2,2,4,0,0,3,0,1
2,0,3,39,38,1,2,4,0,0,3,0,1
2,0,3,40,38,1,2,4,0,0,3,0,0
2,0,3,41,38,1,2,4,0,0,2,0,0
2,0,3,42,38,1,2,4,0,0,2,0,0
2,0,3,43,38,1,2,4,0,0,2,0,0
2,0,3,44,38,1,2,4,0,0,2,0,0
2,1,3,45,38,2,2,4,0,0,3,0,1
2,0,3,46,38,1,2,4,0,0,3,0,1
2,1,3,47,38,2,2,4,0,0,4,0,1
2,0,3,48,38,1,2,4,0,0,4,0,1
2,0,3,49,38,1,2,4,0,0,4,0,0
2,0,3,50,38,1,2,4,0,0,3,0,0
2,0,3,51,38,1,2,4,0,0,3,0,0
2,0,3,52,38,1,2,4,0,0,3,0,0
2,0,3,53,38,1,2,4,0,0,3,0,0
2,1,3,54,38,2,2,4,0,0,4,0,1
2,0,3,55,38,1,2,4,0,0,4,0,1
